Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code
1541,31.33333333,2.538461539,4,2,0.32,26,0.182688588,1,1,2,1,80,73,7.307692308,21144
1542,57.37380952,4.2,3,1,0.230769231,13,0.15765448,1,0,3,0,35,81,6.153846154,18901
1543,30.17948718,2.052631579,5,2,0,12,0.323704333,0,1,8,1,45,25,11.91666667,19067
1544,15.75737705,2.652173913,5,1,0.090909091,14,0.342280483,1,1,7,1,45,33,20.78571429,21074
1545,21.54090909,2.75,2,2,0,2,0.497995358,1,1,1,0,35,21,8,21030
1546,30.03307692,9.285714286,6,2,0,7,0.169300515,0,1,8,1,35,21,18.57142857,19006
1547,60,0.1,1,1,0,10,0,0,1,3,1,75,29,4.8,8080
1548,57,0.6,2,1,0,6,0,0,1,1,1,75,61,4,20191
1549,27.83333333,0.15,1,1,0,17,0.413173653,0,0,2,1,35,77,1.941176471,21042
1550,40,0.083333333,1,1,0,13,0,0,0,1,1,70,21,2.769230769,20832
1551,17.5,0.857142857,3,1,0,6,0,1,1,1,0,40,28,2.333333333,20121
1552,53.75,0.190476191,1,1,0,19,0,1,0,2,1,35,21,3.473684211,22181
1553,20.59090909,1,2,1,0,3,0.086092715,1,1,1,1,170,57,29.33333333,22602
1554,37.9375,0.75,2,2,0,15,0,1,0,2,1,40,80,10.6,21093
1555,74.5,0.125,1,1,0,12,0,1,1,7,1,90,21,2.25,23185
1556,47.04166667,1.2,3,2,0,3,0,1,0,1,1,60,21,17.66666667,22202
1557,60.66666667,2,4,2,0.055555556,7,0,1,0,5,1,45,53,15,8016
1558,47.52669173,5.115384615,6,1,0.095744681,30,0.204435972,0,0,2,1,50,44,19.7,21136
1559,35.57391304,3.538461539,5,3,0.394736842,19,0.060956979,1,0,2,1,35,21,15.84210526,22310
1560,27.875,6.454545455,5,2,0.202020202,34,0.282157519,1,1,1,1,85,27,18.32352941,23233
1561,31.53214286,1.555555556,3,1,0.076923077,5,0,0,1,1,1,135,64,21.4,19006
1562,23,0.315789474,2,1,0,18,0.210144928,0,1,1,0,70,80,0.888888889,21044
1563,34.94705882,2.125,4,3,0.529411765,20,0,1,1,1,1,95,80,4.35,19038
1564,26.55714286,1.272727273,5,2,0.4,34,0.045589026,1,0,3,1,40,23,1.617647059,21046
1565,48,0.043478261,1,1,0,9,0,0,0,4,1,35,75,5,19128
1566,20.38888889,0.375,3,2,0,10,0,0,1,8,1,35,21,11.9,22124
1567,50.5,0.363636364,3,2,0,4,0,1,0,3,1,35,21,33.75,20112
1568,30.47826087,3.285714286,3,1,0,7,0.168330956,1,1,1,1,35,33,7.857142857,21030
1569,30.15720721,3.964285714,5,2,0.113924051,16,0.099762506,0,1,1,0,50,50,14.875,20854
1570,12,0.214285714,1,1,0,3,0,1,1,5,0,100,21,14.33333333,21403
1571,15.16666667,0.260869565,2,2,0,20,0,1,1,8,1,65,80,3.45,24060
1572,64.6,0.681818182,3,2,0,21,0.08255934,0,1,2,1,35,31,9.047619048,18940
1573,11.59090909,1.571428571,2,2,0,2,0,0,0,8,1,55,21,8.5,22015
1574,22.21966102,4.214285714,6,2,0.432432432,17,0.59216147,1,1,1,1,35,28,7.941176471,20815
1575,33.2,0.263157895,2,1,0,12,0.192771084,0,1,5,1,105,21,10.5,20912
1576,31.98333333,0.3,2,2,0.333333333,12,0,0,1,4,1,35,63,2.166666667,21114
1577,27.28617021,5.529411765,6,3,0.257575758,30,0.231919373,0,0,7,1,150,21,15.96666667,20171
1578,30.4740566,7.066666667,6,3,0.134831461,23,0.12037768,1,0,5,0,75,92,10.95652174,22315
1579,27.34615385,0.684210526,2,1,0.2,38,0.275668073,1,0,2,0,110,21,3.394736842,21212
1580,19.09032258,1.347826087,2,1,0.35,18,0.202771207,0,1,7,1,60,21,10.94444444,19103
1581,25.41842105,1.266666667,3,2,0.066666667,20,0.178072264,0,1,1,1,80,35,5.7,20901
1582,39.40727273,2.391304348,4,2,0.074074074,21,0.293439144,1,0,1,0,35,82,4.142857143,21157
1583,33.88170732,2.411764706,3,2,0.2,40,0.197242918,1,1,5,1,75,32,7.725,19128
1584,41.51770833,4,4,3,0.111111111,10,0.072258324,0,0,1,0,35,34,32.7,22903
1585,35.598,3.75,6,3,0.054545455,21,0.253722119,1,1,1,1,85,54,20.04761905,22101
1586,122,0.25,1,2,0,4,0,0,1,1,1,35,59,13,8330
1587,37.26538462,4.588235294,6,1,0.014492754,20,0.044896274,1,1,1,1,65,21,24.7,8087
1588,45,0.333333333,2,1,0,1,0,1,1,4,1,160,34,44,8721
1589,24.4,0.588235294,3,1,0,15,0,0,1,8,1,80,32,3.266666667,8724
1590,27.11803798,13.16666667,5,2,0.048780488,6,0.174331626,0,1,5,0,125,56,39.66666667,8034
1591,49.5,1,2,1,0,4,0,0,1,4,1,35,64,5.25,8012
1592,35.67647059,0.944444444,3,1,0,9,0,0,1,1,1,35,21,17.55555556,8742
1593,31.325,2.4,3,1,0.2,9,0,0,0,1,0,35,40,6.444444444,23229
1594,51.7,0.666666667,1,2,0,12,0.618955513,1,0,3,0,35,21,6.583333333,20110
1595,15,0.125,1,1,0,4,0,0,1,8,0,45,43,2,20136
1596,34.875,0.153846154,1,2,0,13,0,0,1,8,0,65,21,1.769230769,20708
1597,21.68421053,1.461538462,4,1,0.181818182,31,0.240291262,1,1,1,1,35,80,4.806451613,22901
1598,22,0.076923077,1,1,0,6,0,0,1,7,1,50,87,6.5,18966
1599,42.25,0.190476191,1,1,0,5,0,0,0,1,1,35,21,3.4,22015
1600,17.35294118,1,1,1,0,11,0.322033898,1,0,1,1,70,21,11.36363636,19067
1601,12.4875,0.222222222,2,2,0.5,37,0,1,1,6,1,80,87,3.027027027,8060
1602,23.1078125,1.185185185,5,1,0,24,0.04598012,1,0,2,1,65,82,10.375,20180
1603,24.9377193,14.25,6,3,0.462882096,40,0.251792184,1,1,3,1,160,25,11.1,21228
1604,45.3,0.277777778,3,2,0,15,0.331125828,0,0,4,1,35,27,9.6,20170
1605,31.56018519,2.7,6,2,0.11627907,14,0.019069972,0,1,8,0,35,21,28.42857143,22066
1606,15,0.157894737,1,1,0,6,0,0,1,3,1,35,21,5.833333333,20164
1607,31.8661157,7.117647059,5,2,0.06779661,20,0.26316199,1,1,1,1,35,26,10.3,20120
1608,24.25,1,2,1,0,1,0,0,1,1,1,35,21,6,20175
1609,24.58888889,2.4,3,2,0.2,27,0.082467239,1,0,1,1,145,21,5.185185185,21136
1610,59,0.066666667,1,1,0,8,0,0,0,1,1,80,21,4.625,8731
1611,38.33333333,0.136363636,1,1,0,10,0,0,0,5,1,35,27,1.6,22030
1612,27.42857143,0.7,2,1,0,2,0.3125,1,1,8,1,50,47,30.5,21157
1613,15.07894737,1.461538462,3,1,0,5,0.642233857,1,1,1,1,110,69,25.4,22039
1614,72.875,0.133333333,3,1,0,22,0,0,0,6,0,35,21,8.181818182,22207
1615,23.78125,0.333333333,2,1,0,21,0.178712221,0,0,5,1,175,73,2.380952381,8022
1616,135,0.04,1,1,0,13,0,0,0,1,1,75,21,6.153846154,21014
1617,26.93947368,1.055555556,4,2,0.1875,33,0.116147309,1,0,2,1,65,59,5.484848485,8035
1618,25.57881356,2.80952381,2,2,0.225,40,0.213332008,0,1,1,1,105,80,5.375,19038
1619,38.82108434,6.384615385,5,2,0.114285714,9,0.039104325,0,0,1,1,35,46,45.11111111,8302
1620,63,0.294117647,3,1,0,10,0,0,0,3,1,35,21,7.4,24060
1621,7,0.833333333,1,1,0,6,0,1,1,6,0,45,21,3,8060
1622,20.89,0.434782609,3,1,0.428571429,28,0.311153662,0,0,2,0,60,21,5.928571429,21093
1623,31,0.222222222,2,1,0,5,0,0,1,1,0,120,31,7.4,20744
1624,33.27272727,1.1,4,2,0,11,0,0,0,3,1,110,44,5.545454545,8033
1625,32.45774648,3.55,6,3,0.053571429,11,0.201887611,0,1,1,0,85,69,3.545454545,21738
1626,20.55,1.125,4,2,0,3,0,1,1,5,0,35,36,8.666666667,22124
1627,17.66666667,0.333333333,1,1,0,9,0,0,1,8,0,35,67,5.222222222,20180
1628,78.25,0.4,2,1,0,5,0,1,0,1,0,100,70,6.8,22206
1629,48.68421053,0.863636364,2,2,0.055555556,30,0.042162162,1,0,2,1,40,45,5.433333333,8055
1630,39.4,0.192307692,2,1,0,11,0.200507614,0,1,2,1,75,57,10.45454545,21030
1631,48.05538462,1.96969697,5,3,0.056603774,13,0.07107184,1,0,3,0,95,21,32.84615385,20008
1632,29.78157895,0.826086957,3,1,0.333333333,40,0.122735707,1,0,1,0,35,73,4,8759
1633,25.486,2.631578947,6,2,0.260869565,17,0.340971514,0,1,3,0,35,21,19.82352941,22030
1634,35.55555556,0.6,3,1,0,8,0.175,1,1,2,0,35,21,13.625,20171
1635,10.5,1.142857143,1,1,0,6,0.333333333,0,1,1,0,35,21,7.833333333,22027
1636,25.33333333,0.75,3,1,0,5,0,0,0,1,1,155,60,10.2,8723
1637,59.48333333,0.5,2,2,0,4,0,1,0,1,1,75,55,4.75,20904
1638,31.9271028,4.863636364,6,2,0.03030303,14,0.208111352,0,1,1,1,80,64,19.14285714,22102
1639,23.22916667,0.631578947,3,1,0.666666667,40,0.405381166,1,0,1,0,40,21,2.5,21401
1640,29.03846154,0.433333333,1,1,0,14,0.210596027,0,1,1,1,165,48,9,20906
1641,20.025,0.875,4,2,0.545454546,40,0.128410915,1,0,1,1,90,54,4.625,21208
1642,47.31818182,1.1,3,1,0,20,0.173871278,0,0,7,0,135,21,10,22701
1643,18.99583333,0.5,3,2,0,23,0.587848212,1,1,4,1,175,27,4.52173913,19010
1644,12.92307692,0.722222222,2,2,0.090909091,20,0,0,1,8,1,35,44,10.7,8520
1645,39.5,0.166666667,1,1,0,2,0,0,0,1,0,35,70,13,22066
1646,6.25,0.222222222,1,1,0,15,1.148,0,1,4,0,35,63,2.4,22182
1647,125,0.117647059,2,1,0,2,0,1,0,1,0,35,21,27.5,8088
1648,13.16666667,0.6,1,1,0,5,0,0,1,5,1,35,25,5,21286
1649,24.4775,1.176470588,6,2,0,12,0.096006537,1,1,8,1,95,21,8.583333333,22153
1650,56.14285714,0.777777778,3,2,0,8,0.328244275,0,0,5,0,35,21,10.25,8050
1651,25.74736842,1,4,2,0.090909091,19,0.342395748,0,1,3,0,35,66,9,20910
1652,43.6,1.25,3,2,0,2,0,0,0,1,1,35,35,17,20850
1653,33.43618421,6.909090909,4,1,0.303571429,23,0.155834957,1,1,3,1,105,82,12.65217391,20906
1654,17.5,0.5,1,1,0,5,0,0,1,1,1,35,26,4.6,21228
1655,20.63041237,6.0625,4,2,0.210526316,40,0.572795643,1,1,4,0,75,36,6.3,20112
1656,9.875,0.666666667,2,2,0,2,0,0,1,8,0,35,21,24,20901
1657,70.83333333,0.9,3,2,0,14,0.319215686,0,0,1,0,85,23,4.785714286,24060
1658,28.55,0.434782609,3,2,0,3,0.077057793,0,1,1,1,70,23,23.66666667,8610
1659,30,0.125,1,1,0,4,0,1,1,1,1,135,57,7.5,8094
1660,49.13039216,3.642857143,5,2,0.117647059,16,0.295232774,0,1,5,0,135,41,25.625,22314
1661,49.81470588,0.653846154,3,2,0.1875,40,0.047233867,1,0,2,0,75,26,4.675,19010
1662,32.81911765,1.888888889,4,1,0.157894737,18,0.509790743,0,1,1,1,170,99,8.111111111,20815
1663,59,0.090909091,1,1,0,15,0,0,0,1,1,35,21,1.133333333,20832
1664,22.74074074,3.857142857,5,2,0.16,20,0.392508143,0,1,5,1,70,21,13.15,22101
1665,33.5,0.473684211,3,1,0,9,0,1,1,1,1,45,54,17.55555556,8690
1666,23.96666667,2.55,4,2,0.275862069,40,0.362758734,1,0,5,1,110,22,8.5,8318
1667,23.91018519,2.454545455,5,2,0.052631579,26,0.419161213,1,1,5,1,35,52,2.615384615,20906
1668,41,0.142857143,1,1,0,3,0,1,0,1,0,145,79,8.333333333,19446
1669,47.4,0.454545455,2,2,0,3,0.493670886,0,0,3,1,35,21,15.66666667,21774
1670,25.4375,0.888888889,3,1,0.333333333,21,0,1,1,1,0,50,87,4.380952381,22192
1671,26,0.428571429,1,1,0,2,0.5,0,1,1,1,65,82,16.5,8012
1672,34.125,0.285714286,2,2,0,21,0,1,1,1,1,65,21,7.761904762,21228
1673,30.63928571,0.451612903,2,2,0,26,0.177176827,1,1,2,0,90,23,1.038461538,8057
1674,33.73425926,3.375,7,3,0.101265823,40,0.336919825,1,0,1,1,50,21,11.1,7728
1675,24.08333333,1.5,1,1,0,3,0,0,0,2,0,160,83,12.66666667,8077
1676,19.4,0.384615385,2,1,0.25,9,1.432989691,0,1,2,0,140,33,7.111111111,8731
1677,29.68017241,2,4,1,0.032258065,31,0.394144471,1,0,1,1,155,50,2.483870968,19002
1678,19.64583333,1.2,2,1,0,15,0.083775186,0,1,3,1,135,22,8.666666667,19010
1679,43.6,0.294117647,1,2,0,6,0.133027523,0,0,3,0,175,56,5.666666667,8003
1680,34,1.166666667,3,2,0,4,0.855042017,0,1,4,1,35,21,16.75,22152
1681,30.8,0.588235294,3,2,0,9,0,0,1,1,1,65,32,6.777777778,8550
1682,23.9359375,1.6,4,2,0.043478261,11,0.218029898,0,1,1,1,35,50,18.45454545,19067
1683,57.66,0.416666667,5,2,0,13,0,0,0,3,1,110,64,2.076923077,21784
1684,12.83333333,0.857142857,2,1,0.5,19,0,0,1,6,1,35,67,2.157894737,22044
1685,44.5,0.375,1,1,0,3,0,0,0,1,1,100,44,16.66666667,21136
1686,27.68157895,1.727272727,4,2,0.214285714,32,0.128339196,1,0,3,1,165,21,5.0625,22304
1687,35.375,0.32,1,1,0,22,0,1,0,6,0,110,21,4.545454545,21158
1688,38.80192308,1.625,3,2,0.318181818,40,0.131833276,0,1,1,1,35,55,5.175,22015
1689,13.77916667,0.857142857,2,1,0.666666667,40,1.01602661,1,1,1,0,160,21,3.675,20171
1690,21.34230769,0.52,4,2,0.090909091,20,0.086502072,0,1,1,1,50,43,17.6,20904
1691,36.1875,0.533333333,3,2,0,13,0,0,1,2,0,175,21,6.076923077,19446
1692,46,0.166666667,1,1,0,1,0,1,0,1,0,35,66,9,20910
1693,89,1,1,1,0,2,0,0,1,1,1,45,21,4,21784
1694,16,0.2,1,1,0,7,0,0,1,3,1,45,21,8,18901
1695,43.12631579,1.266666667,5,2,0.375,25,0.072003905,1,1,3,1,155,21,8.28,22124
1696,29.5,0.111111111,1,1,0,1,0,0,1,1,0,60,66,30,21702
1697,10.8,0.714285714,1,1,0,1,0,0,0,1,0,130,80,50,21146
1698,41.05789474,8.866666667,6,2,0.184782609,35,0.121312286,1,0,5,1,130,79,11.68571429,19135
1699,36.48709302,9.052631579,6,2,0.1796875,36,0.111380577,1,1,1,1,95,21,10.27777778,22030
1700,47,2,1,1,0,2,0,0,0,1,0,35,64,0.5,19083
1701,30.47727273,0.846153846,2,2,0.083333333,32,0.170022371,1,0,5,1,150,71,6.25,20817
1702,18.54285714,0.333333333,1,2,0.666666667,40,0.200308166,1,0,1,0,150,21,2.325,20002
1703,24.68,1.25,2,2,0.4,12,0,1,1,8,0,135,21,1.5,19038
1704,29,0.083333333,1,1,0,12,0,0,1,1,1,35,71,6.333333333,8053
1705,64.34875,1.428571429,4,3,0.135135135,38,0.016317333,0,0,4,1,80,21,9.789473684,8742
1706,25.13417722,4.9375,4,3,0.234042553,15,0.387943191,0,1,1,0,40,21,19.2,21210
1707,29.88928571,1.166666667,2,2,0.090909091,11,0.258095352,0,1,8,1,110,58,6.181818182,8873
1708,54.43888889,2.25,3,2,0.125,3,0.161240943,0,0,1,1,35,87,21.33333333,19006
1709,23.87077922,19.25,5,3,0.076923077,12,0.331995865,0,0,5,0,85,48,27.58333333,20007
1710,49,0.2,1,1,0,4,0,0,0,2,1,35,65,4.5,20110
1711,33.46319444,7.2,6,2,0.084745763,5,0.08384004,1,1,8,0,50,21,36.6,20815
1712,17.45384615,0.464285714,4,2,0.545454546,40,0.26421331,0,1,1,1,170,67,3.3,19002
1713,34.91666667,0.166666667,1,1,0,8,0.525059666,1,1,5,0,65,52,4.75,20191
1714,46.40625,0.888888889,3,3,0,16,0.052525253,0,0,2,0,35,21,14.5625,8050
1715,19.09090909,0.5,4,1,0,4,0.219047619,0,1,1,1,35,79,34.75,21093
1716,34.33333333,0.461538462,1,1,0,12,0.286407767,1,0,7,0,55,36,5,20744
1717,40.82916667,0.52173913,3,1,0.1,23,0,1,1,3,1,105,42,7.652173913,8021
1718,25.75789474,3.8,3,2,0.066666667,7,0,1,0,4,1,130,21,10.57142857,8759
1719,37.20555556,1.8,2,3,0.375,15,0.265790653,0,0,1,0,120,21,2.866666667,21286
1720,89,0.6,1,2,0,6,0,0,0,4,0,125,21,4,20879
1721,292.6666667,0.428571429,2,1,0,7,0,0,0,1,0,150,54,22.85714286,20882
1722,52.33333333,0.428571429,2,1,0,7,0,1,0,5,1,35,65,4.714285714,8071
1723,30.2,2,2,2,0.3,18,0.196310312,0,1,4,1,105,41,2,22180
1724,24.903125,1.230769231,4,2,0.090909091,17,0.115447359,0,0,1,1,55,34,11.05882353,21029
1725,25.56818182,1.294117647,2,2,0,16,0.192,0,1,1,1,35,37,5.25,20148
1726,28.25,0.571428571,3,1,0,3,0.336283186,1,0,8,1,35,80,36.33333333,21236
1727,33.53557692,5.777777778,6,2,0.131578947,5,0.013762652,0,0,1,1,75,21,58.6,21074
1728,44.5,0.08,1,1,0,7,0,0,1,1,1,35,21,1.428571429,21146
1729,13,0.117647059,1,1,0,9,1,0,1,1,0,35,43,2.111111111,21015
1730,18.9265625,8.533333333,4,2,0.25,40,0.654709816,1,1,3,1,50,73,9.275,8619
1731,39.16129032,1.9375,4,2,0,13,0.017298188,1,0,1,1,35,76,14.76923077,8060
1732,15.10406977,4.095238095,3,2,0.057142857,28,1.067015667,1,1,1,0,85,36,7.785714286,21401
1733,24,0.083333333,1,1,0,5,0,0,1,1,1,35,37,4.4,21117
1734,76.29166667,0.75,3,1,0,1,0.422719825,0,0,3,0,35,78,183,22307
1735,49.21309524,1.448275862,3,1,0,5,0.63085706,0,0,1,1,120,60,61.4,21212
1736,23.66891892,1.37037037,4,1,0,21,0.235226948,0,1,1,1,70,75,11.80952381,20715
1737,34.4875,0.307692308,2,1,0,12,0.180862631,1,1,1,1,170,70,2.583333333,21042
1738,9.9,0.333333333,1,1,0,1,0,1,1,4,1,155,51,25,20912
1739,44.475,0.083333333,2,2,0.5,13,0,0,0,1,0,35,21,5.230769231,22901
1740,36.16666667,0.2,1,1,0,12,0.456221198,0,0,1,1,120,21,5.416666667,8244
1741,10.66666667,0.115384615,1,1,0,7,1,1,1,8,1,35,67,4.571428571,8033
1742,41.5,0.25,1,1,0,7,0.522088353,1,0,1,0,35,21,7.285714286,7726
1743,44,0.333333333,1,1,0,3,0,1,0,2,1,75,21,2.666666667,8012
1744,18.83333333,0.428571429,2,1,0,7,0,1,1,1,0,115,37,5.142857143,19446
1745,22.5,0.076923077,1,1,0,26,0,1,0,1,0,35,21,2.807692308,8873
1746,18.71428571,0.875,2,1,0,8,0,0,1,8,1,100,52,2.625,8757
1747,35.69285714,2.470588235,7,2,0.033333333,19,0.146321126,1,0,1,1,35,21,24.63157895,19128
1748,19.5,0.333333333,1,1,0,6,0,1,1,1,0,50,67,3.333333333,20170
1749,32.83333333,1.5,1,1,0,2,0,1,1,1,1,90,86,8.5,21227
1750,39,0.055555556,1,1,0,10,0,0,0,3,0,120,21,10.1,21774
1751,49.075,2,3,1,0.230769231,8,0.355408389,1,0,1,0,80,61,19.25,20110
1752,15.1875,1.142857143,2,1,0.333333333,25,0.325102881,1,0,1,0,45,21,2.44,21042
1753,37.0358209,2.09375,5,1,0.038461539,25,0.035866849,1,0,4,1,35,21,14.76,20878
1754,43.56428571,0.35,3,1,0,4,0,0,0,3,1,120,40,23.5,8759
1755,9.875,0.235294118,1,1,0,3,0,1,1,4,1,35,33,27.33333333,19002
1756,34.70714286,3.5,2,2,0.333333333,8,0.181107224,1,1,1,1,35,21,0.875,8055
1757,3.325,1,1,1,1,11,0,1,1,1,0,55,21,1.272727273,20882
1758,25.75,0.125,2,1,0,9,0,0,1,1,1,55,21,4.888888889,19119
1759,37.58333333,0.315789474,2,1,0.166666667,32,0,1,0,3,1,150,21,4.09375,22192
1760,32.62705882,4.722222222,5,2,0.057142857,19,0.05444777,0,1,1,1,45,21,20.10526316,19083
1761,49.5,0.5,1,1,0,3,0,0,0,7,1,70,28,4,21702
1762,31.5,0.333333333,1,1,0,5,0,1,1,1,1,95,36,4.8,21212
1763,18.78214286,2.8,4,1,0.125,6,0,0,1,5,0,35,69,9.5,19119
1764,27.9962963,1.5,3,2,0.25,40,0,1,0,1,0,35,21,4.925,20854
1765,35.46790124,3.375,5,1,0.051724138,20,0.225033938,1,0,5,1,35,21,14.6,21212
1766,45.9,0.714285714,4,3,0,2,0,1,0,5,1,65,46,37.5,22039
1767,59.5,0.15,2,1,0,7,0,0,0,4,0,95,39,8.714285714,21228
1768,38.67,0.416666667,3,2,0,8,0,0,0,6,1,35,52,11.75,21794
1769,38.84210526,0.612903226,4,1,0,11,0,1,1,3,1,125,26,23.54545455,22903
1770,36.55833333,6.75,5,2,0.32,29,0,1,1,2,0,95,77,5.034482759,8527
1771,25.43657143,3.888888889,4,3,0.071428571,8,0.125746956,0,1,1,0,35,38,20.75,20176
1772,56.70096154,3.25,5,3,0,3,0,0,0,6,1,115,51,107,20165
1773,9,0.08,1,1,0,11,0,1,1,7,1,35,34,3,22192
1774,36.78947368,0.76,3,2,0,19,0,0,1,5,1,35,67,3.947368421,8402
1775,32.5,0.285714286,1,1,0,5,0,1,1,1,1,115,21,9.2,22207
1776,7.8,0.555555556,1,1,0,5,0,1,1,4,1,125,25,4.8,20110
1777,26.88888889,0.473684211,2,2,0,1,0,1,0,3,1,50,21,103,22124
1778,13.375,4,1,1,0,2,0.336448598,0,1,8,0,105,21,13.5,19149
1779,32.89285714,0.304347826,3,2,0.285714286,40,0,1,0,1,1,130,21,3.275,19002
1780,54,0.25,1,2,0,8,0,1,0,3,1,140,25,2.375,23185
1781,13,0.3,1,1,0,2,0,0,1,7,1,95,21,19,21286
1782,32.77647059,0.894736842,3,2,0.4375,40,0.088837042,1,0,1,1,90,21,1.375,22003
1783,25.11111111,0.45,2,3,0.2,37,0.066371681,1,0,1,1,40,28,2.621621622,22039
1784,21.9,3.142857143,5,2,0.0625,7,0,0,1,6,0,70,21,7.285714286,21122
1785,24.5,0.086956522,1,2,0,11,0,1,1,1,1,45,31,5.454545455,20818
1786,37.16666667,0.272727273,3,1,0,17,0,0,0,1,1,45,21,2.588235294,21401
1787,54.028125,0.888888889,3,2,0.076923077,13,0.217479322,0,0,1,0,90,21,15.92307692,21012
1788,17.125,0.4,2,2,0,7,0,0,1,8,0,35,46,3,21784
1789,59.33333333,0.272727273,2,1,0,6,0,1,0,1,1,120,62,7.5,20165
1790,37.75,0.25,1,2,0,5,0,0,0,1,1,35,23,8,19087
1791,41.125,0.285714286,4,1,0.125,26,0,1,1,6,1,40,35,8.538461538,23185
1792,23.75,4,1,2,0,2,0.410526316,1,1,1,1,65,32,2,8098
1793,39.75,0.16,1,1,0,12,0,0,0,6,1,150,83,3.333333333,20007
1794,35.5975,3.333333333,2,1,0,6,0,0,1,1,0,35,86,14,20878
1795,21.73203125,5.818181818,5,1,0.292134832,40,0.3368983,0,0,1,1,65,22,11.875,21136
1796,22.5,0.333333333,1,1,0,7,0,1,1,1,0,40,21,2.142857143,19111
1797,34.868,1.515151515,5,2,0.058823529,17,0.29281863,1,0,8,0,45,51,20.05882353,23229
1798,24.79,0.416666667,1,2,0.25,11,0.290439693,1,1,7,1,35,21,3.454545455,21030
1799,17.1,0.625,2,2,0,4,0,1,0,1,1,60,56,13,8619
1800,26.75743243,3.363636364,4,2,0.020408163,23,0.073735512,1,0,1,1,45,78,7.869565217,21136
1801,36.43333333,1.5,2,1,0,5,0.539798719,0,0,2,1,75,21,18.4,20904
1802,46.30769231,0.764705882,4,3,0,10,0.235880399,0,1,1,1,65,27,9.9,8031
1803,17.91666667,0.333333333,1,1,0,19,0,0,1,1,0,35,21,6.631578947,20901
1804,27.46725664,5.65,7,3,0.051724138,7,0.239545074,1,0,1,1,35,75,68,22192
1805,54,0.130434783,1,1,0,20,0,0,0,1,0,85,21,1.95,20850
1806,17.44444444,1.125,2,2,0,3,0,1,1,1,1,160,37,24.33333333,22407
1807,34,0.111111111,1,1,0,9,0,0,1,8,1,35,45,6.777777778,18901
1808,47.5952381,0.954545455,5,2,0.066666667,15,0.343171586,0,0,2,1,145,21,15.53333333,8050
1809,37.88333333,0.310344828,3,3,0,25,0.542601555,1,0,4,0,175,90,5.28,21212
1810,23.26,3.571428571,4,2,0.071428571,4,0.214015477,1,1,5,1,90,93,32.5,19067
1811,21.5,2,1,1,0,1,0,0,1,1,1,35,21,1,8090
1812,50.295,1.25,3,1,0,9,0.296252113,0,1,3,0,35,68,12.77777778,7728
1813,109,0.052631579,1,1,0,4,0,1,1,1,0,35,47,15.25,18940
1814,40.81818182,0.611111111,2,2,0,6,0.086859688,0,0,1,1,105,51,5.5,21044
1815,30.1,1.875,4,2,0,7,0.197120709,0,1,5,1,60,21,12.85714286,7728
1816,27.5,0.117647059,1,1,0,5,0,1,1,1,0,35,92,2.6,20187
1817,34.42307692,1.733333333,3,2,0,2,0.239106145,0,0,1,1,115,76,51.5,21158
1818,47.63181818,0.55,3,2,0,16,0.303368642,0,1,1,1,35,49,8.125,21014
1819,5,0.777777778,1,1,1,38,1.957142857,1,0,1,0,175,57,1.289473684,8050
1820,26.375,2.666666667,2,1,0,1,0,0,0,7,0,110,32,30,23229
1821,29.78,1.25,4,1,0.142857143,22,0.291470786,1,0,1,1,35,92,9.863636364,21014
1822,28,0.25,1,1,0,12,0,0,1,5,1,105,23,5.833333333,21701
1823,20.75520833,1.92,6,2,0,13,0.556587202,1,1,8,1,60,47,24.76923077,20015
1824,26.78571429,0.875,2,1,0,7,0.824,0,1,8,1,130,53,6.857142857,22180
1825,49.5,0.222222222,2,2,0.5,27,0,0,0,1,1,65,21,1.888888889,23233
1826,34.5,0.153846154,1,1,0,3,0,0,1,1,0,35,81,6.666666667,8753
1827,52,0.08,1,1,0,17,0,0,1,1,1,45,74,1.352941176,20816
1828,44,0.055555556,1,1,0,14,0,1,1,3,1,175,21,0.214285714,20744
1829,164,0.285714286,2,2,0,6,0,0,0,1,1,80,26,3.5,20854
1830,28.33333333,0.375,2,1,0,7,0,0,0,8,1,70,68,7,20832
1831,11.33333333,0.375,2,1,0,2,0,0,1,1,0,35,36,31.5,8755
1832,68.245,0.571428571,3,2,0.1,37,0,1,1,1,0,35,21,4.783783784,21012
1833,46.95454546,0.379310345,5,1,0,5,0,0,0,1,0,35,56,65.2,8619
1834,19.5,0.333333333,1,1,0,2,0,0,1,4,0,115,52,10,20815
1835,93.33333333,0.333333333,3,2,0,7,0,0,0,1,1,105,21,9,24060
1836,45.5,0.333333333,1,1,0,1,0,0,0,2,0,35,46,27,20008
1837,23.16,4,5,2,0.058823529,5,0.042098446,0,0,1,1,75,25,4,20171
1838,24.78113208,2.409090909,6,2,0.09375,15,0.335008375,1,1,8,1,35,21,20.26666667,21209
1839,49,0.047619048,1,1,0,16,0,1,0,5,1,85,74,1.625,8022
1840,22.57142857,0.583333333,2,2,0,4,0,1,1,8,1,155,21,17.25,22066
1841,10,0.074074074,1,1,0,2,0,0,0,8,0,35,84,7.5,21210
1842,41.33333333,0.5,2,2,0,4,0,0,0,1,1,85,89,12,22041
1843,23.33333333,0.166666667,1,1,0,12,0,0,1,1,1,35,69,2.25,19128
